epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
73,76102.4,0.64372,0.36741,0.81242,0.95581,0.90452,0.93038,0.79267,0.47356,0.24427,0.78782,0.002872,0.002872,0.002872
74,77174.5,0.64048,0.36501,0.81171,0.9576,0.90489,0.93106,0.79336,0.47187,0.24325,0.78761,0.002773,0.002773,0.002773
75,78249.1,0.63813,0.36206,0.81168,0.95668,0.90548,0.93142,0.7941,0.47073,0.24256,0.78743,0.002674,0.002674,0.002674
76,79335.6,0.63571,0.36032,0.81119,0.95667,0.9052,0.93153,0.79461,0.46981,0.24191,0.78727,0.002575,0.002575,0.002575
77,80407.8,0.63153,0.3583,0.81114,0.95654,0.90482,0.93125,0.79546,0.46821,0.24113,0.78703,0.002476,0.002476,0.002476
78,81492.9,0.62971,0.35542,0.81039,0.95653,0.90453,0.93092,0.79603,0.46652,0.24029,0.78677,0.002377,0.002377,0.002377
79,82567,0.62531,0.35286,0.80975,0.95967,0.90399,0.9317,0.79641,0.46524,0.23945,0.78653,0.002278,0.002278,0.002278
80,83649.3,0.62191,0.34969,0.81015,0.96051,0.90428,0.9318,0.7962,0.4642,0.23871,0.78647,0.002179,0.002179,0.002179
81,84729.2,0.61782,0.348,0.8089,0.95886,0.90547,0.9319,0.79743,0.46275,0.23809,0.78614,0.00208,0.00208,0.00208
82,85808.6,0.61328,0.34582,0.80836,0.95926,0.90616,0.93265,0.79815,0.46133,0.23725,0.78591,0.001981,0.001981,0.001981
83,86897,0.6097,0.3419,0.80768,0.96047,0.9064,0.93293,0.79878,0.45985,0.23632,0.78573,0.001882,0.001882,0.001882
84,87966.9,0.6075,0.3401,0.80759,0.96034,0.90668,0.93355,0.79984,0.45798,0.23511,0.7855,0.001783,0.001783,0.001783
85,89048.2,0.60432,0.33613,0.80689,0.96031,0.90649,0.93335,0.80095,0.45638,0.23415,0.78527,0.001684,0.001684,0.001684
